1.429310019031E9	2	78.0
1.429310020031E9	2	75.0
1.429310021031E9	2	62.5
1.429310022032E9	2	53.5
1.429310023036E9	2	57.49999999999999
1.429310024036E9	2	53.5
1.429310025037E9	2	51.0
1.429310026038E9	2	66.0
1.429310027038E9	2	53.0
1.429310028038E9	2	52.5
1.429310029038E9	2	62.5
1.429310030038E9	1	56.00000000000001
1.429310031038E9	1	69.5
1.429310032038E9	2	65.5
1.429310033039E9	2	65.0
1.429310034039E9	2	68.5
1.42931003504E9	2	71.5
1.429310036041E9	2	61.5
1.429310037041E9	1	52.0
1.429310038041E9	2	54.0
1.429310039041E9	2	73.5
1.429310040041E9	2	73.5
1.429310041041E9	2	74.0
1.429310042041E9	2	72.5
1.429310043041E9	1	50.0
1.429310044041E9	1	62.5
1.429310045041E9	2	75.0
1.429310046041E9	2	84.5
1.429310047041E9	2	78.5
1.429310048042E9	2	78.0
1.429310049042E9	2	76.5
1.429310050044E9	2	71.0
1.429310051044E9	2	68.5
1.429310052044E9	2	69.0
1.429310053045E9	2	70.0
1.429310054046E9	2	65.5
1.429310055046E9	2	66.5
1.429310056046E9	2	67.0
1.429310057046E9	2	67.5
1.429310058046E9	2	70.5
1.429310059046E9	2	69.0
1.429310060047E9	2	70.0
1.429310061048E9	2	69.0
1.429310062048E9	2	69.0
1.429310063049E9	2	69.5
1.429310064049E9	2	69.5
1.42931006505E9	2	69.5
1.42931006605E9	2	68.5
1.429310067051E9	2	69.0
1.429310068053E9	2	67.5
1.429310069056E9	2	70.0
1.429310070057E9	2	70.5
1.429310071058E9	2	71.5
1.429310072058E9	2	71.0
1.429310073059E9	2	69.0
1.42931007406E9	2	70.5
1.42931007506E9	2	69.5
1.429310076063E9	2	68.5
1.429310077069E9	2	69.5
1.42931007807E9	2	70.0
1.42931007907E9	2	69.5
1.42931008007E9	2	70.0
1.42931008107E9	2	70.5
1.429310082072E9	2	68.5
1.429310083078E9	2	71.0
1.429310084078E9	2	71.5
1.429310085078E9	2	71.0
1.429310086079E9	2	69.5
1.42931008708E9	2	69.5
1.42931008808E9	2	70.5
1.42931008908E9	2	69.0
1.42931009008E9	2	69.5
1.429310091081E9	2	70.5
1.429310092082E9	2	69.5
1.429310093083E9	2	71.0
1.429310094083E9	2	71.0
1.429310095084E9	2	70.5
1.429310096085E9	2	69.0
1.429310097086E9	2	70.0
1.429310098086E9	2	69.0
1.429310099086E9	2	68.5
1.429310100086E9	2	68.5
1.429310101087E9	2	68.5
1.429310102088E9	2	69.5
1.429310103088E9	2	67.0
1.429310104088E9	2	68.5
1.429310105088E9	2	69.0
1.429310106088E9	2	70.5
1.429310107088E9	2	69.5
1.429310108088E9	2	65.5
1.429310109088E9	2	68.5
1.429310110088E9	2	68.0
1.429310111088E9	2	70.0
1.429310112088E9	2	70.5
1.429310113089E9	2	68.0
1.429310114089E9	2	70.0
1.429310115091E9	2	70.5
1.429310116091E9	2	68.5
1.429310117091E9	2	69.0
1.429310118094E9	2	72.5
1.429310119094E9	2	69.0
1.429310120095E9	2	69.5
1.429310121096E9	2	70.0
1.429310122096E9	2	71.5
1.429310123097E9	2	69.5
1.429310124098E9	2	69.0
1.429310125103E9	2	67.5
1.429310126103E9	2	66.0
1.429310127103E9	2	65.5
1.429310128104E9	2	66.0
1.429310129104E9	2	68.0
1.429310130104E9	2	70.0
1.429310131104E9	2	67.5
1.429310132104E9	2	69.5
1.429310133104E9	2	67.0
1.429310134105E9	2	69.0
1.429310135105E9	2	67.5
1.429310136106E9	2	67.5
1.429310137106E9	2	67.0
1.429310138106E9	2	68.5
1.429310139107E9	2	68.0
1.429310140108E9	2	65.5
1.429310141109E9	2	65.0
1.42931014211E9	2	66.5
1.42931014311E9	2	67.0
1.42931014411E9	2	65.5
1.429310145111E9	2	65.5
1.429310146111E9	2	67.0
1.429310147112E9	2	71.0
1.429310148115E9	2	72.5
1.429310149119E9	2	69.0
1.429310150119E9	2	71.0
1.42931015112E9	2	70.5
1.429310152123E9	2	71.0
1.429310153123E9	2	68.0
1.429310154123E9	2	69.0
1.429310155123E9	2	70.5
1.429310156123E9	2	69.0
1.429310157123E9	2	70.5
1.429310158123E9	2	68.5
1.429310159124E9	2	70.5
1.429310160125E9	2	69.5
1.429310161125E9	2	69.0
1.429310162125E9	2	67.0
1.429310163125E9	2	69.5
1.429310164126E9	2	69.5
1.429310165127E9	2	69.5
1.429310166128E9	2	71.0
1.429310167128E9	2	71.0
1.429310168128E9	2	69.5
1.429310169129E9	2	69.0
1.429310170129E9	2	68.5
1.429310171129E9	2	68.5
1.429310172129E9	2	66.0
1.429310173129E9	2	70.0
1.42931017413E9	2	67.0
1.42931017513E9	2	66.5
